0.00	-180.00	-9.91135	1.47619	0.00	0.00
0.00	-178.00	-8.87229	1.39006	0.00	0.00
0.00	-176.00	-7.95131	1.29239	0.00	0.00
0.00	-174.00	-7.12663	1.18293	0.00	0.00
0.00	-172.00	-6.38206	1.06137	0.00	0.00
0.00	-170.00	-5.70526	0.927383	0.00	0.00
0.00	-168.00	-5.08664	0.780566	0.00	0.00
0.00	-166.00	-4.51861	0.620486	0.00	0.00
0.00	-164.00	-3.99507	0.446646	0.00	0.00
0.00	-162.00	-3.51101	0.258488	0.00	0.00
0.00	-160.00	-3.06234	0.0553796	0.00	0.00
0.00	-158.00	-2.6456	-0.16339	0.00	0.00
0.00	-156.00	-2.25791	-0.398627	0.00	0.00
0.00	-154.00	-1.8968	-0.651242	0.00	0.00
0.00	-152.00	-1.56017	-0.92227	0.00	0.00
0.00	-150.00	-1.24621	-1.21289	0.00	0.00
0.00	-148.00	-0.953352	-1.52445	0.00	0.00
0.00	-146.00	-0.680223	-1.85849	0.00	0.00
0.00	-144.00	-0.42563	-2.2168	0.00	0.00
0.00	-142.00	-0.188522	-2.60144	0.00	0.00
0.00	-140.00	0.0320232	-3.01484	0.00	0.00
0.00	-138.00	0.236823	-3.45984	0.00	0.00
0.00	-136.00	0.426598	-3.9398	0.00	0.00
0.00	-134.00	0.601989	-4.45876	0.00	0.00
0.00	-132.00	0.763562	-5.0216	0.00	0.00
0.00	-130.00	0.91182	-5.6343	0.00	0.00
0.00	-128.00	1.04721	-6.30425	0.00	0.00
0.00	-126.00	1.17012	-7.0408	0.00	0.00
0.00	-124.00	1.2809	-7.85593	0.00	0.00
0.00	-122.00	1.37985	-8.76533	0.00	0.00
0.00	-120.00	1.46725	-9.79006	0.00	0.00
0.00	-118.00	1.54331	-10.9592	0.00	0.00
0.00	-116.00	1.60824	-12.3142	0.00	0.00
0.00	-114.00	1.6622	-13.9161	0.00	0.00
0.00	-112.00	1.70533	-15.8579	0.00	0.00
0.00	-110.00	1.73772	-18.278	0.00	0.00
0.00	-108.00	1.75947	-21.3218	0.00	0.00
0.00	-106.00	1.77062	-24.5336	0.00	0.00
0.00	-104.00	1.7712	-24.7899	0.00	0.00
0.00	-102.00	1.76122	-21.693	0.00	0.00
0.00	-100.00	1.74064	-18.5817	0.00	0.00
0.00	-98.00	1.70943	-16.0985	0.00	0.00
0.00	-96.00	1.66749	-14.1116	0.00	0.00
0.00	-94.00	1.61473	-12.4775	0.00	0.00
0.00	-92.00	1.55102	-11.0987	0.00	0.00
0.00	-90.00	1.47619	-9.91135	0.00	0.00
0.00	-88.00	1.39006	-8.87229	0.00	0.00
0.00	-86.00	1.29239	-7.95131	0.00	0.00
0.00	-84.00	1.18293	-7.12663	0.00	0.00
0.00	-82.00	1.06137	-6.38206	0.00	0.00
0.00	-80.00	0.927383	-5.70526	0.00	0.00
0.00	-78.00	0.780566	-5.08664	0.00	0.00
0.00	-76.00	0.620486	-4.51861	0.00	0.00
0.00	-74.00	0.446646	-3.99507	0.00	0.00
0.00	-72.00	0.258488	-3.51101	0.00	0.00
0.00	-70.00	0.0553796	-3.06234	0.00	0.00
0.00	-68.00	-0.16339	-2.6456	0.00	0.00
0.00	-66.00	-0.398627	-2.25791	0.00	0.00
0.00	-64.00	-0.651242	-1.8968	0.00	0.00
0.00	-62.00	-0.92227	-1.56017	0.00	0.00
0.00	-60.00	-1.21289	-1.24621	0.00	0.00
0.00	-58.00	-1.52445	-0.953352	0.00	0.00
0.00	-56.00	-1.85849	-0.680223	0.00	0.00
0.00	-54.00	-2.2168	-0.42563	0.00	0.00
0.00	-52.00	-2.60144	-0.188522	0.00	0.00
0.00	-50.00	-3.01484	0.0320232	0.00	0.00
0.00	-48.00	-3.45984	0.236823	0.00	0.00
0.00	-46.00	-3.9398	0.426598	0.00	0.00
0.00	-44.00	-4.45876	0.601989	0.00	0.00
0.00	-42.00	-5.0216	0.763562	0.00	0.00
0.00	-40.00	-5.6343	0.91182	0.00	0.00
0.00	-38.00	-6.30425	1.04721	0.00	0.00
0.00	-36.00	-7.0408	1.17012	0.00	0.00
0.00	-34.00	-7.85593	1.2809	0.00	0.00
0.00	-32.00	-8.76533	1.37985	0.00	0.00
0.00	-30.00	-9.79006	1.46725	0.00	0.00
0.00	-28.00	-10.9592	1.54331	0.00	0.00
0.00	-26.00	-12.3142	1.60824	0.00	0.00
0.00	-24.00	-13.9161	1.6622	0.00	0.00
0.00	-22.00	-15.8579	1.70533	0.00	0.00
0.00	-20.00	-18.278	1.73772	0.00	0.00
0.00	-18.00	-21.3218	1.75947	0.00	0.00
0.00	-16.00	-24.5336	1.77062	0.00	0.00
0.00	-14.00	-24.7899	1.7712	0.00	0.00
0.00	-12.00	-21.693	1.76122	0.00	0.00
0.00	-10.00	-18.5817	1.74064	0.00	0.00
0.00	-8.00	-16.0985	1.70943	0.00	0.00
0.00	-6.00	-14.1116	1.66749	0.00	0.00
0.00	-4.00	-12.4775	1.61473	0.00	0.00
0.00	-2.00	-11.0987	1.55102	0.00	0.00
0.00	0.00	-9.91135	1.47619	0.00	0.00
0.00	2.00	-8.87229	1.39006	0.00	0.00
0.00	4.00	-7.95131	1.29239	0.00	0.00
0.00	6.00	-7.12663	1.18293	0.00	0.00
0.00	8.00	-6.38206	1.06137	0.00	0.00
0.00	10.00	-5.70526	0.927383	0.00	0.00
0.00	12.00	-5.08664	0.780566	0.00	0.00
0.00	14.00	-4.51861	0.620486	0.00	0.00
0.00	16.00	-3.99507	0.446646	0.00	0.00
0.00	18.00	-3.51101	0.258488	0.00	0.00
0.00	20.00	-3.06234	0.0553796	0.00	0.00
0.00	22.00	-2.6456	-0.16339	0.00	0.00
0.00	24.00	-2.25791	-0.398627	0.00	0.00
0.00	26.00	-1.8968	-0.651242	0.00	0.00
0.00	28.00	-1.56017	-0.92227	0.00	0.00
0.00	30.00	-1.24621	-1.21289	0.00	0.00
0.00	32.00	-0.953352	-1.52445	0.00	0.00
0.00	34.00	-0.680223	-1.85849	0.00	0.00
0.00	36.00	-0.42563	-2.2168	0.00	0.00
0.00	38.00	-0.188522	-2.60144	0.00	0.00
0.00	40.00	0.0320232	-3.01484	0.00	0.00
0.00	42.00	0.236823	-3.45984	0.00	0.00
0.00	44.00	0.426598	-3.9398	0.00	0.00
0.00	46.00	0.601989	-4.45876	0.00	0.00
0.00	48.00	0.763562	-5.0216	0.00	0.00
0.00	50.00	0.91182	-5.6343	0.00	0.00
0.00	52.00	1.04721	-6.30425	0.00	0.00
0.00	54.00	1.17012	-7.0408	0.00	0.00
0.00	56.00	1.2809	-7.85593	0.00	0.00
0.00	58.00	1.37985	-8.76533	0.00	0.00
0.00	60.00	1.46725	-9.79006	0.00	0.00
0.00	62.00	1.54331	-10.9592	0.00	0.00
0.00	64.00	1.60824	-12.3142	0.00	0.00
0.00	66.00	1.6622	-13.9161	0.00	0.00
0.00	68.00	1.70533	-15.8579	0.00	0.00
0.00	70.00	1.73772	-18.278	0.00	0.00
0.00	72.00	1.75947	-21.3218	0.00	0.00
0.00	74.00	1.77062	-24.5336	0.00	0.00
0.00	76.00	1.7712	-24.7899	0.00	0.00
0.00	78.00	1.76122	-21.693	0.00	0.00
0.00	80.00	1.74064	-18.5817	0.00	0.00
0.00	82.00	1.70943	-16.0985	0.00	0.00
0.00	84.00	1.66749	-14.1116	0.00	0.00
0.00	86.00	1.61473	-12.4775	0.00	0.00
0.00	88.00	1.55102	-11.0987	0.00	0.00
0.00	90.00	1.47619	-9.91135	0.00	0.00
0.00	92.00	1.39006	-8.87229	0.00	0.00
0.00	94.00	1.29239	-7.95131	0.00	0.00
0.00	96.00	1.18293	-7.12663	0.00	0.00
0.00	98.00	1.06137	-6.38206	0.00	0.00
0.00	100.00	0.927383	-5.70526	0.00	0.00
0.00	102.00	0.780566	-5.08664	0.00	0.00
0.00	104.00	0.620486	-4.51861	0.00	0.00
0.00	106.00	0.446646	-3.99507	0.00	0.00
0.00	108.00	0.258488	-3.51101	0.00	0.00
0.00	110.00	0.0553796	-3.06234	0.00	0.00
0.00	112.00	-0.16339	-2.6456	0.00	0.00
0.00	114.00	-0.398627	-2.25791	0.00	0.00
0.00	116.00	-0.651242	-1.8968	0.00	0.00
0.00	118.00	-0.92227	-1.56017	0.00	0.00
0.00	120.00	-1.21289	-1.24621	0.00	0.00
0.00	122.00	-1.52445	-0.953352	0.00	0.00
0.00	124.00	-1.85849	-0.680223	0.00	0.00
0.00	126.00	-2.2168	-0.42563	0.00	0.00
0.00	128.00	-2.60144	-0.188522	0.00	0.00
0.00	130.00	-3.01484	0.0320232	0.00	0.00
0.00	132.00	-3.45984	0.236823	0.00	0.00
0.00	134.00	-3.9398	0.426598	0.00	0.00
0.00	136.00	-4.45876	0.601989	0.00	0.00
0.00	138.00	-5.0216	0.763562	0.00	0.00
0.00	140.00	-5.6343	0.91182	0.00	0.00
0.00	142.00	-6.30425	1.04721	0.00	0.00
0.00	144.00	-7.0408	1.17012	0.00	0.00
0.00	146.00	-7.85593	1.2809	0.00	0.00
0.00	148.00	-8.76533	1.37985	0.00	0.00
0.00	150.00	-9.79006	1.46725	0.00	0.00
0.00	152.00	-10.9592	1.54331	0.00	0.00
0.00	154.00	-12.3142	1.60824	0.00	0.00
0.00	156.00	-13.9161	1.6622	0.00	0.00
0.00	158.00	-15.8579	1.70533	0.00	0.00
0.00	160.00	-18.278	1.73772	0.00	0.00
0.00	162.00	-21.3218	1.75947	0.00	0.00
0.00	164.00	-24.5336	1.77062	0.00	0.00
0.00	166.00	-24.7899	1.7712	0.00	0.00
0.00	168.00	-21.693	1.76122	0.00	0.00
0.00	170.00	-18.5817	1.74064	0.00	0.00
0.00	172.00	-16.0985	1.70943	0.00	0.00
0.00	174.00	-14.1116	1.66749	0.00	0.00
0.00	176.00	-12.4775	1.61473	0.00	0.00
0.00	178.00	-11.0987	1.55102	0.00	0.00
0.00	180.00	-9.91135	1.47619	0.00	0.00
2.00	-180.00	-9.82879	1.57818	0.00	0.00
2.00	-178.00	-8.81179	1.49403	0.00	0.00
2.00	-176.00	-7.90645	1.39856	0.00	0.00
2.00	-174.00	-7.09318	1.29151	0.00	0.00
2.00	-172.00	-6.3571	1.17259	0.00	0.00
2.00	-170.00	-5.68673	1.04147	0.00	0.00
2.00	-168.00	-5.07305	0.897783	0.00	0.00
2.00	-166.00	-4.50884	0.741093	0.00	0.00
2.00	-164.00	-3.98824	0.570926	0.00	0.00
2.00	-162.00	-3.50647	0.386745	0.00	0.00
2.00	-160.00	-3.05955	0.187941	0.00	0.00
2.00	-158.00	-2.64414	-0.0261676	0.00	0.00
2.00	-156.00	-2.25744	-0.256355	0.00	0.00
2.00	-154.00	-1.89704	-0.503492	0.00	0.00
2.00	-152.00	-1.56088	-0.768571	0.00	0.00
2.00	-150.00	-1.2472	-1.05271	0.00	0.00
